,baseline,lighter_short_010,trend_scale_155,breakout_022_exit3,confirm3_trail16,trail16_short010,breakout018_trend165,governor_earlier_short010,balanced_local_best
2021-11-25 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-25 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-25 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-25 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-25 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-26 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-26 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-26 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-26 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-26 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-26 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-27 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-27 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-27 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-27 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-27 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-27 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-28 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-28 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-28 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-28 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-28 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-28 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-29 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-29 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-29 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-29 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-29 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-29 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-30 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-30 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-30 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-30 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-30 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-11-30 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-01 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-01 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-01 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-01 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-01 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-01 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-02 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-02 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-02 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-02 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-02 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-02 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-03 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-03 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-03 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-03 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-03 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-03 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-04 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-04 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-04 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-04 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-04 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-04 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-05 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-05 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-05 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-05 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-05 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-05 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-06 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-06 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-06 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-06 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-06 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-06 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-07 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-07 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-07 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-07 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-07 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-07 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-08 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-08 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-08 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-08 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-08 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-08 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-09 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-09 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-09 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-09 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-09 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-09 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-10 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-10 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-10 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-10 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-10 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-10 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-11 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-11 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-11 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-11 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-11 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-11 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-12 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-12 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-12 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-12 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-12 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-12 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-13 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-13 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-13 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-13 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-13 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-13 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-14 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-14 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-14 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-14 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-14 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-14 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-15 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-15 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-15 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-15 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-15 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-15 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-16 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-16 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-16 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-16 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-16 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-16 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-17 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-17 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-17 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-17 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-17 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-17 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-18 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-18 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-18 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-18 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-18 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-18 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-19 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-19 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-19 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-19 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-19 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-19 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-20 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-20 04:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-20 08:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-20 12:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-20 16:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-20 20:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
2021-12-21 00:00:00+00:00,12564.56049988787,12627.047332584702,12349.985900064665,12624.269798155434,11943.483451748372,11982.453631348306,9770.940879134134,12383.048566328955,11542.79777210093
